"id","user_id","simu_id","matches","potential_matches","potential_matches_sources","tribe_matched","last_invited_at"
"1424","1860","30",3,0,"{""source"":[]}","{""tribes"":[[1852,1892,1860],[1863,1855,1860],[1916,1898,1860]],""tribes_score"":[365.3827180579287,416.80415713492266,497.4612413908377],""highlights_count"":[74,23,108],""times"":[""2019-07-08T11:58:50.337-04:00"",""2019-07-08T11:58:50.337-04:00"",""2019-07-08T11:58:50.337-04:00""],""penalties"":[0,30.0,30.0]}","2019-07-08 15:58:50.337175"
"1429","1892","0_5",3,0,"{""source"":[]}","{""tribes"":[[1852,1892,1860],[1851,1892,1852],[1872,1892,1885]],""tribes_score"":[365.3827180579287,349.2306344184441,234.3324354972927],""highlights_count"":[74,52,6],""times"":[""2019-07-08T11:58:50.337-04:00"",""2019-07-08T11:58:50.337-04:00"",""2019-07-08T11:58:50.337-04:00""],""penalties"":[-5,0.0,0.0]}","2019-07-08 15:58:50.337175"
"1446","1863","30",3,0,"{""source"":[]}","{""tribes"":[[1857,1863,1899],[1908,1904,1863],[1933,1916,1863]],""tribes_score"":[473.3251181544558,465.559095924755,524.9207961998392],""highlights_count"":[59,129,218],""times"":[""2019-07-08T11:58:50.337-04:00"",""2019-07-08T11:58:50.337-04:00"",""2019-07-08T11:58:50.337-04:00""],""penalties"":[0,30.0,30.0]}","2019-07-08 15:58:50.337175"
"1445","1863","20",3,0,"{""source"":[]}","{""tribes"":[[1857,1863,1899],[1860,1857,1863],[1908,1904,1863]],""tribes_score"":[473.3251181544558,460.3992573187529,465.559095924755],""highlights_count"":[59,76,129],""times"":[""2019-07-08T11:58:50.337-04:00"",""2019-07-08T11:58:50.337-04:00"",""2019-07-08T11:58:50.337-04:00""],""penalties"":[0,20.0,20.0]}","2019-07-08 15:58:50.337175"
"1430","1860","0_5",5,0,"{""source"":[]}","{""tribes"":[[1852,1892,1860],[1863,1860,1857],[1916,1898,1860],[1920,1893,1860],[1928,1916,1860]],""tribes_score"":[365.3827180579287,469.6055050316537,497.4612413908377,428.2069745135126,486.23746745531406],""highlights_count"":[74,77,108,155,96],""times"":[""2019-07-08T11:58:50.337-04:00"",""2019-07-08T11:58:50.337-04:00"",""2019-07-08T11:58:50.337-04:00"",""2019-07-08T11:58:50.337-04:00"",""2019-07-08T11:58:50.337-04:00""],""penalties"":[-5,0.0,0.0,0.0,0.0]}","2019-07-08 15:58:50.337175"
"1417","1892","0",5,0,"{""source"":[]}","{""tribes"":[[1852,1892,1860],[1851,1892,1852],[1872,1892,1897],[1909,1892,1900],[1925,1892,1897]],""tribes_score"":[365.3827180579287,349.2306344184441,237.10277472183253,263.1854052940426,237.9004331940673],""highlights_count"":[74,52,6,15,6],""times"":[""2019-07-08T11:58:50.337-04:00"",""2019-07-08T11:58:50.337-04:00"",""2019-07-08T11:58:50.337-04:00"",""2019-07-08T11:58:50.337-04:00"",""2019-07-08T11:58:50.337-04:00""],""penalties"":[0,0.0,0.0,0.0,0.0]}","2019-07-08 15:58:50.337175"
"1438","1860","0_30",3,0,"{""source"":[]}","{""tribes"":[[1852,1892,1860],[1863,1855,1860],[1916,1898,1860]],""tribes_score"":[365.3827180579287,416.80415713492266,497.4612413908377],""highlights_count"":[74,23,108],""times"":[""2019-07-08T11:58:50.337-04:00"",""2019-07-08T11:58:50.337-04:00"",""2019-07-08T11:58:50.337-04:00""],""penalties"":[-30,0.0,0.0]}","2019-07-08 15:58:50.337175"
"1434","1860","0_20",3,0,"{""source"":[]}","{""tribes"":[[1852,1892,1860],[1863,1860,1855],[1928,1916,1860]],""tribes_score"":[365.3827180579287,453.97176076925814,486.23746745531406],""highlights_count"":[74,23,96],""times"":[""2019-07-08T11:58:50.337-04:00"",""2019-07-08T11:58:50.337-04:00"",""2019-07-08T11:58:50.337-04:00""],""penalties"":[-20,0.0,0.0]}","2019-07-08 15:58:50.337175"
"1422","1860","20",3,0,"{""source"":[]}","{""tribes"":[[1852,1892,1860],[1863,1860,1855],[1928,1916,1860]],""tribes_score"":[365.3827180579287,453.97176076925814,486.23746745531406],""highlights_count"":[74,23,96],""times"":[""2019-07-08T11:58:50.337-04:00"",""2019-07-08T11:58:50.337-04:00"",""2019-07-08T11:58:50.337-04:00""],""penalties"":[0,20.0,20.0]}","2019-07-08 15:58:50.337175"
"1450","1893","50",1,0,"{""source"":[]}","{""tribes"":[[1857,1863,1893]],""tribes_score"":[442.8904619800676],""highlights_count"":[71],""times"":[""2019-07-08T11:58:50.337-04:00""],""penalties"":[0]}","2019-07-08 15:58:50.337175"
"1459","1893","20_30",1,0,"{""source"":[]}","{""tribes"":[[1857,1863,1893]],""tribes_score"":[442.8904619800676],""highlights_count"":[71],""times"":[""2019-07-08T11:58:50.337-04:00""],""penalties"":[-30]}","2019-07-08 15:58:50.337175"
"1461","1882","0",1,0,"{""source"":[]}","{""tribes"":[[1850,1887,1882]],""tribes_score"":[509.5960525035058],""highlights_count"":[44],""times"":[""2019-07-08T11:58:50.337-04:00""],""penalties"":[0]}","2019-07-08 15:58:50.337175"
"1462","1887","10",1,0,"{""source"":[]}","{""tribes"":[[1850,1887,1882]],""tribes_score"":[509.5960525035058],""highlights_count"":[44],""times"":[""2019-07-08T11:58:50.337-04:00""],""penalties"":[0]}","2019-07-08 15:58:50.337175"
"1463","1882","10",1,0,"{""source"":[]}","{""tribes"":[[1850,1887,1882]],""tribes_score"":[509.5960525035058],""highlights_count"":[44],""times"":[""2019-07-08T11:58:50.337-04:00""],""penalties"":[0]}","2019-07-08 15:58:50.337175"
"1464","1887","20",1,0,"{""source"":[]}","{""tribes"":[[1850,1887,1882]],""tribes_score"":[509.5960525035058],""highlights_count"":[44],""times"":[""2019-07-08T11:58:50.337-04:00""],""penalties"":[0]}","2019-07-08 15:58:50.337175"
"1465","1882","20",1,0,"{""source"":[]}","{""tribes"":[[1850,1887,1882]],""tribes_score"":[509.5960525035058],""highlights_count"":[44],""times"":[""2019-07-08T11:58:50.337-04:00""],""penalties"":[0]}","2019-07-08 15:58:50.337175"
"1466","1887","30",1,0,"{""source"":[]}","{""tribes"":[[1850,1887,1882]],""tribes_score"":[509.5960525035058],""highlights_count"":[44],""times"":[""2019-07-08T11:58:50.337-04:00""],""penalties"":[0]}","2019-07-08 15:58:50.337175"
"1467","1882","30",1,0,"{""source"":[]}","{""tribes"":[[1850,1887,1882]],""tribes_score"":[509.5960525035058],""highlights_count"":[44],""times"":[""2019-07-08T11:58:50.337-04:00""],""penalties"":[0]}","2019-07-08 15:58:50.337175"
"1468","1887","40",1,0,"{""source"":[]}","{""tribes"":[[1850,1887,1882]],""tribes_score"":[509.5960525035058],""highlights_count"":[44],""times"":[""2019-07-08T11:58:50.337-04:00""],""penalties"":[0]}","2019-07-08 15:58:50.337175"
"1469","1882","40",1,0,"{""source"":[]}","{""tribes"":[[1850,1887,1882]],""tribes_score"":[509.5960525035058],""highlights_count"":[44],""times"":[""2019-07-08T11:58:50.337-04:00""],""penalties"":[0]}","2019-07-08 15:58:50.337175"
"1470","1887","50",1,0,"{""source"":[]}","{""tribes"":[[1850,1887,1882]],""tribes_score"":[509.5960525035058],""highlights_count"":[44],""times"":[""2019-07-08T11:58:50.337-04:00""],""penalties"":[0]}","2019-07-08 15:58:50.337175"
