"id","user_id","matches","potential_matches","last_matched_at"
"224","1110",0,576,NULL
"747","1405",0,577,NULL
"106","1570",1,578,"2019-06-27 18:36:29.716871"
"222","1312",0,576,NULL
"447","1585",0,577,NULL
"144","938",0,577,NULL
"556","1032",0,576,NULL
"429","1145",0,536,NULL
"194","704",0,578,NULL
"94","1317",0,577,NULL
"665","982",2,576,"2019-06-27 19:39:30.65067"
"323","1620",1,549,"2019-06-27 18:39:02.306852"
"450","837",0,576,NULL
"137","1331",0,578,NULL
"707","1536",1,577,"2019-06-27 19:11:14.498668"
"394","1095",0,548,NULL
"820","846",4,576,"2019-06-27 19:24:52.285597"
"339","1565",2,606,"2019-06-27 19:10:36.147742"
"231","1241",0,559,NULL
"116","1279",0,577,NULL
"512","1316",0,576,NULL
"460","1529",0,577,NULL
"307","737",0,576,NULL
"154","1315",0,576,NULL
"119","1027",0,577,NULL
"281","976",4,605,"2019-06-27 18:32:21.206577"
"468","966",6,576,"2019-06-27 19:05:31.733496"
"221","895",1,536,"2019-06-27 18:40:54.390956"
"95","1291",0,577,NULL
"217","790",0,559,NULL
"354","1642",0,536,NULL
"526","879",0,576,NULL
"742","1152",7,576,"2019-06-27 19:39:16.170412"
"853","1223",6,576,"2019-06-27 19:20:49.489662"
"842","1370",1,577,"2019-06-27 18:02:28.146967"
"595","1343",0,577,NULL
"207","1369",0,577,NULL
"133","894",0,576,NULL
"153","775",0,577,NULL
"694","1578",0,577,NULL
"748","1117",7,576,"2019-06-27 19:39:30.65067"
"101","1397",0,577,NULL
"435","996",0,534,NULL
"498","1218",0,576,NULL
"725","1617",0,577,NULL
"550","1187",0,576,NULL
"105","1402",0,578,NULL
"455","1082",0,561,NULL
"760","1063",0,576,NULL
"225","1034",0,576,NULL
"513","1597",0,577,NULL
"152","1006",1,577,"2019-06-27 18:22:22.913895"
"443","1639",0,560,NULL
"521","1047",0,576,NULL
"477","814",0,576,NULL
"622","1293",0,576,NULL
"444","1685",7,525,"2019-06-27 19:41:46.759285"
"432","906",2,576,"2019-06-27 18:21:29.48302"
"652","1233",0,576,NULL
"669","1669",0,577,NULL
"348","829",1,576,"2019-06-27 19:39:03.010389"
"586","903",2,541,"2019-06-27 19:36:17.764327"
"520","1011",1,559,"2019-06-27 18:13:41.949387"
"442","1083",0,576,NULL
"626","1419",1,577,"2019-06-27 19:09:07.536965"
"511","956",2,576,"2019-06-27 19:40:52.813847"
"371","1636",0,577,NULL
"545","1359",0,577,NULL
"362","700",0,576,NULL
"531","1084",0,534,NULL
"625","1204",3,576,"2019-06-27 18:47:06.451021"
"753","887",4,576,"2019-06-27 19:32:37.100872"
"789","1549",7,577,"2019-06-27 19:24:00.089926"
"666","1672",9,560,"2019-06-27 19:25:59.054647"
"517","1072",0,576,NULL
"727","1438",5,576,"2019-06-27 18:59:26.235543"
"847","1462",21,574,"2019-06-27 19:48:30.858298"
"735","722",2,576,"2019-06-27 19:28:19.159141"
"592","928",2,576,"2019-06-27 18:31:31.461677"
"740","731",10,576,"2019-06-27 19:45:56.58148"
"617","1569",0,577,NULL
"702","1196",7,576,"2019-06-27 19:26:43.415792"
"710","1024",7,576,"2019-06-27 19:44:45.270903"
"840","1064",1,576,"2019-06-27 18:10:55.903057"
"762","868",18,605,"2019-06-27 19:45:44.240329"
"869","890",14,576,"2019-06-27 19:43:17.696852"
"866","1334",5,577,"2019-06-27 19:32:49.190092"
"568","787",0,576,NULL
"664","749",0,576,NULL
"722","1503",25,576,"2019-06-27 19:48:19.436448"
"872","1664",21,577,"2019-06-27 19:44:32.862746"
"886","989",4,576,"2019-06-27 19:43:56.255478"
"814","696",4,576,"2019-06-27 18:46:53.148034"
"894","1322",27,576,"2019-06-27 19:48:40.322315"
"274","1324",1,576,"2019-06-27 18:32:04.91382"
"306","1252",0,576,NULL
"298","857",1,559,"2019-06-27 18:41:51.573394"
"330","773",0,576,NULL
"794","1385",0,577,NULL
"286","852",0,576,NULL
"313","716",0,576,NULL
"243","1507",0,577,NULL
"448","1184",0,576,NULL
"675","1155",4,576,"2019-06-27 19:47:03.267644"
"310","979",1,576,"2019-06-27 18:24:50.453108"
"489","1122",0,561,NULL
"406","1659",0,577,NULL
"428","1239",0,576,NULL
"389","1662",2,577,"2019-06-27 19:21:15.838882"
"877","1116",65,576,"2019-06-27 19:46:13.014938"
"811","1169",13,576,"2019-06-27 19:44:45.270903"
